"dgp","metric","model","iteration","k","n_trees","nu","q","min_node_size","sample_fraction","mtry","weights_method","value"
"dgp63","ci_length","bart_s-learner",1,3,75,3,0.9,NA,NA,NA,NA,0.907938232468809
"dgp63","coverage","bart_s-learner",1,3,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,-2.07173883200651
"dgp63","ate_bias","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,-0.0717388320065142
"dgp63","ci_length","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,0.903728260310573
"dgp63","coverage","bart_s-learner",1,3,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,-2.07480950954192
"dgp63","ate_bias","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,-0.0748095095419195
"dgp63","ci_length","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,0.918266178596839
"dgp63","coverage","bart_s-learner",1,3,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,75,3,0.9,NA,NA,NA,NA,-1.9199945433034
"dgp63","ate_bias","bart_s-learner",1,5,75,3,0.9,NA,NA,NA,NA,0.0800054566965978
"dgp63","ci_length","bart_s-learner",1,5,75,3,0.9,NA,NA,NA,NA,0.852182789050594
"dgp63","coverage","bart_s-learner",1,5,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,-1.91726074584188
"dgp63","ate_bias","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,0.0827392541581171
"dgp63","ci_length","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,0.865920548632483
"dgp63","coverage","bart_s-learner",1,5,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,-1.91805967305391
"dgp63","ate_bias","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,0.0819403269460917
"dgp63","ci_length","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,0.860703850239245
"dgp63","coverage","bart_s-learner",1,5,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,100,3,0.9,NA,NA,NA,NA,-2.23925721444192
"dgp63","ate_bias","bart_s-learner",1,1,100,3,0.9,NA,NA,NA,NA,-0.239257214441923
"dgp63","ci_length","bart_s-learner",1,1,100,3,0.9,NA,NA,NA,NA,0.962765468624321
"dgp63","coverage","bart_s-learner",1,1,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,-2.24734955957626
"dgp63","ate_bias","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,-0.247349559576255
"dgp63","ci_length","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,1.01115167651685
"dgp63","coverage","bart_s-learner",1,1,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,-2.21878173983471
"dgp63","ate_bias","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,-0.218781739834711
"dgp63","ci_length","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,0.971662410219353
"dgp63","coverage","bart_s-learner",1,1,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,100,3,0.9,NA,NA,NA,NA,-2.13435742891647
"dgp63","ate_bias","bart_s-learner",1,2,100,3,0.9,NA,NA,NA,NA,-0.134357428916466
"dgp63","ci_length","bart_s-learner",1,2,100,3,0.9,NA,NA,NA,NA,0.910443076918579
"dgp63","coverage","bart_s-learner",1,2,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,-2.14168328417888
"dgp63","ate_bias","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,-0.14168328417888
"dgp63","ci_length","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,0.927840966571639
"dgp63","coverage","bart_s-learner",1,2,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,100,10,0.75,NA,NA,NA,NA,-2.14158061992507
"dgp63","ate_bias","bart_s-learner",1,2,100,10,0.75,NA,NA,NA,NA,-0.141580619925074
"dgp63","ci_length","bart_s-learner",1,2,100,10,0.75,NA,NA,NA,NA,0.922600299108892
"dgp63","coverage","bart_s-learner",1,2,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,100,3,0.9,NA,NA,NA,NA,-2.06750210075241
"dgp63","ate_bias","bart_s-learner",1,3,100,3,0.9,NA,NA,NA,NA,-0.0675021007524093
"dgp63","ci_length","bart_s-learner",1,3,100,3,0.9,NA,NA,NA,NA,0.881715332670943
"dgp63","coverage","bart_s-learner",1,3,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,100,3,0.99,NA,NA,NA,NA,-2.06088211014022
"dgp63","ate_bias","bart_s-learner",1,3,100,3,0.99,NA,NA,NA,NA,-0.0608821101402208
"dgp63","ci_length","bart_s-learner",1,3,100,3,0.99,NA,NA,NA,NA,0.922127687336081
"dgp63","coverage","bart_s-learner",1,3,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,100,10,0.75,NA,NA,NA,NA,-2.07013339117401
"dgp63","ate_bias","bart_s-learner",1,3,100,10,0.75,NA,NA,NA,NA,-0.0701333911740143
"dgp63","ci_length","bart_s-learner",1,3,100,10,0.75,NA,NA,NA,NA,0.913454074824761
"dgp63","coverage","bart_s-learner",1,3,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,100,3,0.9,NA,NA,NA,NA,-1.89648717340832
"dgp63","ate_bias","bart_s-learner",1,5,100,3,0.9,NA,NA,NA,NA,0.103512826591676
"dgp63","ci_length","bart_s-learner",1,5,100,3,0.9,NA,NA,NA,NA,0.864967372954873
"dgp63","coverage","bart_s-learner",1,5,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,100,3,0.99,NA,NA,NA,NA,-1.89773986509584
"dgp63","ate_bias","bart_s-learner",1,5,100,3,0.99,NA,NA,NA,NA,0.10226013490416
"dgp63","ci_length","bart_s-learner",1,5,100,3,0.99,NA,NA,NA,NA,0.846211387734278
"dgp63","coverage","bart_s-learner",1,5,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,100,10,0.75,NA,NA,NA,NA,-1.90122958137336
"dgp63","ate_bias","bart_s-learner",1,5,100,10,0.75,NA,NA,NA,NA,0.098770418626638
"dgp63","ci_length","bart_s-learner",1,5,100,10,0.75,NA,NA,NA,NA,0.859017685865984
"dgp63","coverage","bart_s-learner",1,5,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,200,3,0.9,NA,NA,NA,NA,-2.23136772046729
"dgp63","ate_bias","bart_s-learner",1,1,200,3,0.9,NA,NA,NA,NA,-0.231367720467289
"dgp63","ci_length","bart_s-learner",1,1,200,3,0.9,NA,NA,NA,NA,0.991570718771051
"dgp63","coverage","bart_s-learner",1,1,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,200,3,0.99,NA,NA,NA,NA,-2.22129006924038
"dgp63","ate_bias","bart_s-learner",1,1,200,3,0.99,NA,NA,NA,NA,-0.221290069240381
"dgp63","ci_length","bart_s-learner",1,1,200,3,0.99,NA,NA,NA,NA,0.993817238592065
"dgp63","coverage","bart_s-learner",1,1,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,1,200,10,0.75,NA,NA,NA,NA,-2.2295631744274
"dgp63","ate_bias","bart_s-learner",1,1,200,10,0.75,NA,NA,NA,NA,-0.229563174427403
"dgp63","ci_length","bart_s-learner",1,1,200,10,0.75,NA,NA,NA,NA,0.987638566225181
"dgp63","coverage","bart_s-learner",1,1,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,200,3,0.9,NA,NA,NA,NA,-2.13557824030993
"dgp63","ate_bias","bart_s-learner",1,2,200,3,0.9,NA,NA,NA,NA,-0.135578240309934
"dgp63","ci_length","bart_s-learner",1,2,200,3,0.9,NA,NA,NA,NA,0.912014081636859
"dgp63","coverage","bart_s-learner",1,2,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,200,3,0.99,NA,NA,NA,NA,-2.14697734717023
"dgp63","ate_bias","bart_s-learner",1,2,200,3,0.99,NA,NA,NA,NA,-0.146977347170228
"dgp63","ci_length","bart_s-learner",1,2,200,3,0.99,NA,NA,NA,NA,0.940009426611446
"dgp63","coverage","bart_s-learner",1,2,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,2,200,10,0.75,NA,NA,NA,NA,-2.14108087436164
"dgp63","ate_bias","bart_s-learner",1,2,200,10,0.75,NA,NA,NA,NA,-0.141080874361644
"dgp63","ci_length","bart_s-learner",1,2,200,10,0.75,NA,NA,NA,NA,0.914262946230388
"dgp63","coverage","bart_s-learner",1,2,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,200,3,0.9,NA,NA,NA,NA,-2.04988112932089
"dgp63","ate_bias","bart_s-learner",1,3,200,3,0.9,NA,NA,NA,NA,-0.0498811293208949
"dgp63","ci_length","bart_s-learner",1,3,200,3,0.9,NA,NA,NA,NA,0.892833964724924
"dgp63","coverage","bart_s-learner",1,3,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,200,3,0.99,NA,NA,NA,NA,-2.04657292647307
"dgp63","ate_bias","bart_s-learner",1,3,200,3,0.99,NA,NA,NA,NA,-0.0465729264730723
"dgp63","ci_length","bart_s-learner",1,3,200,3,0.99,NA,NA,NA,NA,0.908265105191597
"dgp63","coverage","bart_s-learner",1,3,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,3,200,10,0.75,NA,NA,NA,NA,-2.05385431701655
"dgp63","ate_bias","bart_s-learner",1,3,200,10,0.75,NA,NA,NA,NA,-0.0538543170165511
"dgp63","ci_length","bart_s-learner",1,3,200,10,0.75,NA,NA,NA,NA,0.894718225182753
"dgp63","coverage","bart_s-learner",1,3,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,200,3,0.9,NA,NA,NA,NA,-1.85268321468212
"dgp63","ate_bias","bart_s-learner",1,5,200,3,0.9,NA,NA,NA,NA,0.147316785317882
"dgp63","ci_length","bart_s-learner",1,5,200,3,0.9,NA,NA,NA,NA,0.882779506447579
"dgp63","coverage","bart_s-learner",1,5,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,200,3,0.99,NA,NA,NA,NA,-1.85195886431679
"dgp63","ate_bias","bart_s-learner",1,5,200,3,0.99,NA,NA,NA,NA,0.148041135683207
"dgp63","ci_length","bart_s-learner",1,5,200,3,0.99,NA,NA,NA,NA,0.87539516541753
"dgp63","coverage","bart_s-learner",1,5,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",1,5,200,10,0.75,NA,NA,NA,NA,-1.85240040842042
"dgp63","ate_bias","bart_s-learner",1,5,200,10,0.75,NA,NA,NA,NA,0.147599591579582
"dgp63","ci_length","bart_s-learner",1,5,200,10,0.75,NA,NA,NA,NA,0.858020755036952
"dgp63","coverage","bart_s-learner",1,5,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,75,3,0.9,NA,NA,NA,NA,-2.1038913159123
"dgp63","ate_bias","bart_s-learner",2,1,75,3,0.9,NA,NA,NA,NA,-0.103891315912297
"dgp63","ci_length","bart_s-learner",2,1,75,3,0.9,NA,NA,NA,NA,0.898134745886175
"dgp63","coverage","bart_s-learner",2,1,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,75,3,0.99,NA,NA,NA,NA,-2.09622078642705
"dgp63","ate_bias","bart_s-learner",2,1,75,3,0.99,NA,NA,NA,NA,-0.0962207864270548
"dgp63","ci_length","bart_s-learner",2,1,75,3,0.99,NA,NA,NA,NA,0.878508636339018
"dgp63","coverage","bart_s-learner",2,1,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,75,10,0.75,NA,NA,NA,NA,-2.09807018680498
"dgp63","ate_bias","bart_s-learner",2,1,75,10,0.75,NA,NA,NA,NA,-0.098070186804982
"dgp63","ci_length","bart_s-learner",2,1,75,10,0.75,NA,NA,NA,NA,0.871988868939576
"dgp63","coverage","bart_s-learner",2,1,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,75,3,0.9,NA,NA,NA,NA,-2.06115875259968
"dgp63","ate_bias","bart_s-learner",2,2,75,3,0.9,NA,NA,NA,NA,-0.0611587525996842
"dgp63","ci_length","bart_s-learner",2,2,75,3,0.9,NA,NA,NA,NA,0.871687051640385
"dgp63","coverage","bart_s-learner",2,2,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,75,3,0.99,NA,NA,NA,NA,-2.06249114468927
"dgp63","ate_bias","bart_s-learner",2,2,75,3,0.99,NA,NA,NA,NA,-0.0624911446892682
"dgp63","ci_length","bart_s-learner",2,2,75,3,0.99,NA,NA,NA,NA,0.871660726828475
"dgp63","coverage","bart_s-learner",2,2,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,75,10,0.75,NA,NA,NA,NA,-2.05231191073726
"dgp63","ate_bias","bart_s-learner",2,2,75,10,0.75,NA,NA,NA,NA,-0.0523119107372607
"dgp63","ci_length","bart_s-learner",2,2,75,10,0.75,NA,NA,NA,NA,0.895506415722909
"dgp63","coverage","bart_s-learner",2,2,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,75,3,0.9,NA,NA,NA,NA,-1.99919306559508
"dgp63","ate_bias","bart_s-learner",2,3,75,3,0.9,NA,NA,NA,NA,0.000806934404921522
"dgp63","ci_length","bart_s-learner",2,3,75,3,0.9,NA,NA,NA,NA,0.851938268453969
"dgp63","coverage","bart_s-learner",2,3,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,75,3,0.99,NA,NA,NA,NA,-2.00049190615048
"dgp63","ate_bias","bart_s-learner",2,3,75,3,0.99,NA,NA,NA,NA,-0.000491906150482446
"dgp63","ci_length","bart_s-learner",2,3,75,3,0.99,NA,NA,NA,NA,0.872692973099815
"dgp63","coverage","bart_s-learner",2,3,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,75,10,0.75,NA,NA,NA,NA,-2.00391518907579
"dgp63","ate_bias","bart_s-learner",2,3,75,10,0.75,NA,NA,NA,NA,-0.00391518907578536
"dgp63","ci_length","bart_s-learner",2,3,75,10,0.75,NA,NA,NA,NA,0.851881965700449
"dgp63","coverage","bart_s-learner",2,3,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,75,3,0.9,NA,NA,NA,NA,-1.86124047686269
"dgp63","ate_bias","bart_s-learner",2,5,75,3,0.9,NA,NA,NA,NA,0.138759523137314
"dgp63","ci_length","bart_s-learner",2,5,75,3,0.9,NA,NA,NA,NA,0.819978841172385
"dgp63","coverage","bart_s-learner",2,5,75,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,75,3,0.99,NA,NA,NA,NA,-1.8606431262642
"dgp63","ate_bias","bart_s-learner",2,5,75,3,0.99,NA,NA,NA,NA,0.139356873735795
"dgp63","ci_length","bart_s-learner",2,5,75,3,0.99,NA,NA,NA,NA,0.839364280672329
"dgp63","coverage","bart_s-learner",2,5,75,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,75,10,0.75,NA,NA,NA,NA,-1.86298378873557
"dgp63","ate_bias","bart_s-learner",2,5,75,10,0.75,NA,NA,NA,NA,0.137016211264428
"dgp63","ci_length","bart_s-learner",2,5,75,10,0.75,NA,NA,NA,NA,0.828770242324891
"dgp63","coverage","bart_s-learner",2,5,75,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,100,3,0.9,NA,NA,NA,NA,-2.09447489515456
"dgp63","ate_bias","bart_s-learner",2,1,100,3,0.9,NA,NA,NA,NA,-0.094474895154558
"dgp63","ci_length","bart_s-learner",2,1,100,3,0.9,NA,NA,NA,NA,0.919276709592947
"dgp63","coverage","bart_s-learner",2,1,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,100,3,0.99,NA,NA,NA,NA,-2.09635697782091
"dgp63","ate_bias","bart_s-learner",2,1,100,3,0.99,NA,NA,NA,NA,-0.0963569778209123
"dgp63","ci_length","bart_s-learner",2,1,100,3,0.99,NA,NA,NA,NA,0.917184930750542
"dgp63","coverage","bart_s-learner",2,1,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,100,10,0.75,NA,NA,NA,NA,-2.0845778687617
"dgp63","ate_bias","bart_s-learner",2,1,100,10,0.75,NA,NA,NA,NA,-0.0845778687617025
"dgp63","ci_length","bart_s-learner",2,1,100,10,0.75,NA,NA,NA,NA,0.917594973486916
"dgp63","coverage","bart_s-learner",2,1,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,100,3,0.9,NA,NA,NA,NA,-2.04870185905591
"dgp63","ate_bias","bart_s-learner",2,2,100,3,0.9,NA,NA,NA,NA,-0.0487018590559085
"dgp63","ci_length","bart_s-learner",2,2,100,3,0.9,NA,NA,NA,NA,0.883828581577331
"dgp63","coverage","bart_s-learner",2,2,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,100,3,0.99,NA,NA,NA,NA,-2.05680128534874
"dgp63","ate_bias","bart_s-learner",2,2,100,3,0.99,NA,NA,NA,NA,-0.0568012853487394
"dgp63","ci_length","bart_s-learner",2,2,100,3,0.99,NA,NA,NA,NA,0.881231893000647
"dgp63","coverage","bart_s-learner",2,2,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,100,10,0.75,NA,NA,NA,NA,-2.0461475502792
"dgp63","ate_bias","bart_s-learner",2,2,100,10,0.75,NA,NA,NA,NA,-0.0461475502791964
"dgp63","ci_length","bart_s-learner",2,2,100,10,0.75,NA,NA,NA,NA,0.89437169554679
"dgp63","coverage","bart_s-learner",2,2,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,100,3,0.9,NA,NA,NA,NA,-1.99049407354483
"dgp63","ate_bias","bart_s-learner",2,3,100,3,0.9,NA,NA,NA,NA,0.00950592645516712
"dgp63","ci_length","bart_s-learner",2,3,100,3,0.9,NA,NA,NA,NA,0.870111279382147
"dgp63","coverage","bart_s-learner",2,3,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,100,3,0.99,NA,NA,NA,NA,-1.98635754442326
"dgp63","ate_bias","bart_s-learner",2,3,100,3,0.99,NA,NA,NA,NA,0.0136424555767374
"dgp63","ci_length","bart_s-learner",2,3,100,3,0.99,NA,NA,NA,NA,0.868752712902126
"dgp63","coverage","bart_s-learner",2,3,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,100,10,0.75,NA,NA,NA,NA,-1.99112950357972
"dgp63","ate_bias","bart_s-learner",2,3,100,10,0.75,NA,NA,NA,NA,0.00887049642028104
"dgp63","ci_length","bart_s-learner",2,3,100,10,0.75,NA,NA,NA,NA,0.863212946408849
"dgp63","coverage","bart_s-learner",2,3,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,100,3,0.9,NA,NA,NA,NA,-1.83044567560119
"dgp63","ate_bias","bart_s-learner",2,5,100,3,0.9,NA,NA,NA,NA,0.169554324398806
"dgp63","ci_length","bart_s-learner",2,5,100,3,0.9,NA,NA,NA,NA,0.828021214852158
"dgp63","coverage","bart_s-learner",2,5,100,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,100,3,0.99,NA,NA,NA,NA,-1.83745525138062
"dgp63","ate_bias","bart_s-learner",2,5,100,3,0.99,NA,NA,NA,NA,0.162544748619382
"dgp63","ci_length","bart_s-learner",2,5,100,3,0.99,NA,NA,NA,NA,0.821805831157546
"dgp63","coverage","bart_s-learner",2,5,100,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,5,100,10,0.75,NA,NA,NA,NA,-1.83248963624296
"dgp63","ate_bias","bart_s-learner",2,5,100,10,0.75,NA,NA,NA,NA,0.167510363757041
"dgp63","ci_length","bart_s-learner",2,5,100,10,0.75,NA,NA,NA,NA,0.834284211714783
"dgp63","coverage","bart_s-learner",2,5,100,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,200,3,0.9,NA,NA,NA,NA,-2.07453995282207
"dgp63","ate_bias","bart_s-learner",2,1,200,3,0.9,NA,NA,NA,NA,-0.0745399528220738
"dgp63","ci_length","bart_s-learner",2,1,200,3,0.9,NA,NA,NA,NA,0.942812046436607
"dgp63","coverage","bart_s-learner",2,1,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,200,3,0.99,NA,NA,NA,NA,-2.07601364718113
"dgp63","ate_bias","bart_s-learner",2,1,200,3,0.99,NA,NA,NA,NA,-0.0760136471811261
"dgp63","ci_length","bart_s-learner",2,1,200,3,0.99,NA,NA,NA,NA,0.950483743026244
"dgp63","coverage","bart_s-learner",2,1,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,1,200,10,0.75,NA,NA,NA,NA,-2.0670724453395
"dgp63","ate_bias","bart_s-learner",2,1,200,10,0.75,NA,NA,NA,NA,-0.0670724453394991
"dgp63","ci_length","bart_s-learner",2,1,200,10,0.75,NA,NA,NA,NA,0.947406943165722
"dgp63","coverage","bart_s-learner",2,1,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,200,3,0.9,NA,NA,NA,NA,-2.03921560168177
"dgp63","ate_bias","bart_s-learner",2,2,200,3,0.9,NA,NA,NA,NA,-0.0392156016817715
"dgp63","ci_length","bart_s-learner",2,2,200,3,0.9,NA,NA,NA,NA,0.905630494583005
"dgp63","coverage","bart_s-learner",2,2,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,200,3,0.99,NA,NA,NA,NA,-2.03957376475284
"dgp63","ate_bias","bart_s-learner",2,2,200,3,0.99,NA,NA,NA,NA,-0.0395737647528365
"dgp63","ci_length","bart_s-learner",2,2,200,3,0.99,NA,NA,NA,NA,0.883950668242717
"dgp63","coverage","bart_s-learner",2,2,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,2,200,10,0.75,NA,NA,NA,NA,-2.0375892366768
"dgp63","ate_bias","bart_s-learner",2,2,200,10,0.75,NA,NA,NA,NA,-0.0375892366767987
"dgp63","ci_length","bart_s-learner",2,2,200,10,0.75,NA,NA,NA,NA,0.892317691111475
"dgp63","coverage","bart_s-learner",2,2,200,10,0.75,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,200,3,0.9,NA,NA,NA,NA,-1.96207817783716
"dgp63","ate_bias","bart_s-learner",2,3,200,3,0.9,NA,NA,NA,NA,0.0379218221628363
"dgp63","ci_length","bart_s-learner",2,3,200,3,0.9,NA,NA,NA,NA,0.894078020379912
"dgp63","coverage","bart_s-learner",2,3,200,3,0.9,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,200,3,0.99,NA,NA,NA,NA,-1.96139388343322
"dgp63","ate_bias","bart_s-learner",2,3,200,3,0.99,NA,NA,NA,NA,0.0386061165667797
"dgp63","ci_length","bart_s-learner",2,3,200,3,0.99,NA,NA,NA,NA,0.875398948918195
"dgp63","coverage","bart_s-learner",2,3,200,3,0.99,NA,NA,NA,NA,1
"dgp63","ate_estimate","bart_s-learner",2,3,200,10,0.75,NA,NA,NA,NA,-1.95514989388267
"dgp63","ate_bias","bart_s-learner",2,3,200,10,0.75,NA,NA,NA,NA,0.0448501061173265
