"dgp","model","k","n_trees","nu","q","min_node_size","sample_fraction","mtry","weights_method","rmse_rel","coverage","ci_rel"
"dgp30","bart_ps-bart",3,100,3,0.99,NA,NA,NA,NA,0.047279006261491,0.95,0.182257562660331
"dgp30","bart_ps-bart",3,100,10,0.75,NA,NA,NA,NA,0.0466359747983385,0.95,0.182723796715728
"dgp30","bart_ps-bart",3,200,3,0.9,NA,NA,NA,NA,0.0476558259350144,0.95,0.185313687757074
"dgp30","bart_ps-bart",3,200,3,0.99,NA,NA,NA,NA,0.0467872620482974,0.95,0.184672620237024
"dgp30","bart_ps-bart",3,200,10,0.75,NA,NA,NA,NA,0.0466435600078979,0.95,0.183721661752331
"dgp30","bart_ps-bart",5,75,3,0.9,NA,NA,NA,NA,0.048598613068485,0.95,0.182011953376619
"dgp30","bart_ps-bart",5,75,3,0.99,NA,NA,NA,NA,0.0480957117243754,0.95,0.181235170987362
"dgp30","bart_ps-bart",5,75,10,0.75,NA,NA,NA,NA,0.048327741170809,0.95,0.181672725358895
"dgp30","bart_ps-bart",5,100,3,0.9,NA,NA,NA,NA,0.049192244658295,0.95,0.181202574338805
"dgp30","bart_ps-bart",5,100,3,0.99,NA,NA,NA,NA,0.0472457866773471,0.95,0.181339465649662
"dgp30","bart_ps-bart",5,100,10,0.75,NA,NA,NA,NA,0.0485605970908857,0.95,0.180663042925811
"dgp30","bart_ps-bart",5,200,3,0.9,NA,NA,NA,NA,0.0496062645529311,0.95,0.182545871136127
"dgp30","bart_ps-bart",5,200,3,0.99,NA,NA,NA,NA,0.049809001624077,0.95,0.182523330278602
"dgp30","bart_ps-bart",5,200,10,0.75,NA,NA,NA,NA,0.0494366284511441,0.95,0.18226052020188
"dgp30","bart_ps-glm",1,75,3,0.9,NA,NA,NA,NA,0.0630402848458581,0.8,0.179953714166647
"dgp30","bart_ps-glm",1,75,3,0.99,NA,NA,NA,NA,0.0642715460824011,0.8,0.179761242555357
"dgp30","bart_ps-glm",1,75,10,0.75,NA,NA,NA,NA,0.062888129667395,0.75,0.179338069622478
"dgp30","bart_ps-glm",1,100,3,0.9,NA,NA,NA,NA,0.06228409613862,0.75,0.178156090085103
"dgp30","bart_ps-glm",1,100,3,0.99,NA,NA,NA,NA,0.0613257486009538,0.8,0.1787627652357
"dgp30","bart_ps-glm",1,100,10,0.75,NA,NA,NA,NA,0.0615096583537347,0.85,0.179352645834408
"dgp30","bart_ps-glm",1,200,3,0.9,NA,NA,NA,NA,0.0601257875833062,0.85,0.179005584351451
"dgp30","bart_ps-glm",1,200,3,0.99,NA,NA,NA,NA,0.0595379238029367,0.8,0.17841716409309
"dgp30","bart_ps-glm",1,200,10,0.75,NA,NA,NA,NA,0.060207817212713,0.9,0.180786923374101
"dgp30","bart_ps-glm",2,75,3,0.9,NA,NA,NA,NA,0.0650370686249953,0.75,0.180379645839181
"dgp30","bart_ps-glm",2,75,3,0.99,NA,NA,NA,NA,0.0638101429518125,0.75,0.179810607247419
"dgp30","bart_ps-glm",2,75,10,0.75,NA,NA,NA,NA,0.0652682965934787,0.75,0.179123120240367
"dgp30","bart_ps-glm",2,100,3,0.9,NA,NA,NA,NA,0.0631990478892433,0.75,0.179565110580302
"dgp30","bart_ps-glm",2,100,3,0.99,NA,NA,NA,NA,0.0621867233921454,0.75,0.178929529303955
"dgp30","bart_ps-glm",2,100,10,0.75,NA,NA,NA,NA,0.0629455879332172,0.75,0.177728236272694
"dgp30","bart_ps-glm",2,200,3,0.9,NA,NA,NA,NA,0.0621283908835653,0.85,0.17949479017747
"dgp30","bart_ps-glm",2,200,3,0.99,NA,NA,NA,NA,0.0632668652259938,0.85,0.181138617550019
"dgp30","bart_ps-glm",2,200,10,0.75,NA,NA,NA,NA,0.0618399991819854,0.75,0.17977499087578
"dgp30","bart_ps-glm",3,75,3,0.9,NA,NA,NA,NA,0.0652941863470667,0.75,0.177831829410971
"dgp30","bart_ps-glm",3,75,3,0.99,NA,NA,NA,NA,0.0656594892285385,0.75,0.178032050235698
"dgp30","bart_ps-glm",3,75,10,0.75,NA,NA,NA,NA,0.065781702700143,0.75,0.178872242948745
"dgp30","bart_ps-glm",3,100,3,0.9,NA,NA,NA,NA,0.0653516439509645,0.75,0.178780278835073
"dgp30","bart_ps-glm",3,100,3,0.99,NA,NA,NA,NA,0.0651886627714258,0.75,0.178736044665362
"dgp30","bart_ps-glm",3,100,10,0.75,NA,NA,NA,NA,0.0652795558694181,0.75,0.178876710554737
"dgp30","bart_ps-glm",3,200,3,0.9,NA,NA,NA,NA,0.0657657216180187,0.75,0.178632942388928
"dgp30","bart_ps-glm",3,200,3,0.99,NA,NA,NA,NA,0.0651784882841692,0.75,0.179454153892746
"dgp30","bart_ps-glm",3,200,10,0.75,NA,NA,NA,NA,0.0646801241706741,0.75,0.178520600735124
"dgp30","bart_ps-glm",5,75,3,0.9,NA,NA,NA,NA,0.0698955036864389,0.75,0.178029614350389
"dgp30","bart_ps-glm",5,75,3,0.99,NA,NA,NA,NA,0.0694721350971713,0.75,0.178088652344233
"dgp30","bart_ps-glm",5,75,10,0.75,NA,NA,NA,NA,0.0707796993699657,0.75,0.179958080272132
"dgp30","bart_ps-glm",5,100,3,0.9,NA,NA,NA,NA,0.0699252429732635,0.75,0.178455003856026
"dgp30","bart_ps-glm",5,100,3,0.99,NA,NA,NA,NA,0.0703980768940906,0.75,0.178096806468482
"dgp30","bart_ps-glm",5,100,10,0.75,NA,NA,NA,NA,0.0704063176003777,0.75,0.178241334608771
"dgp30","bart_ps-glm",5,200,3,0.9,NA,NA,NA,NA,0.0753443038608288,0.75,0.178391963975935
"dgp30","bart_ps-glm",5,200,3,0.99,NA,NA,NA,NA,0.0740295592101579,0.7,0.178662517068117
"dgp30","bart_ps-glm",5,200,10,0.75,NA,NA,NA,NA,0.0746640297652728,0.7,0.178524193124597
"dgp30","bart_s-learner",1,75,3,0.9,NA,NA,NA,NA,0.0633136262549166,0.75,0.178126920826886
"dgp30","bart_s-learner",1,75,3,0.99,NA,NA,NA,NA,0.0641784066533787,0.75,0.17865260615872
"dgp30","bart_s-learner",1,75,10,0.75,NA,NA,NA,NA,0.064107882708767,0.75,0.176779544266389
"dgp30","bart_s-learner",1,100,3,0.9,NA,NA,NA,NA,0.0618004036259627,0.75,0.177840950016169
"dgp30","bart_s-learner",1,100,3,0.99,NA,NA,NA,NA,0.0613284768009675,0.8,0.178855658790076
"dgp30","bart_s-learner",1,100,10,0.75,NA,NA,NA,NA,0.0616904709972653,0.8,0.178996515688466
"dgp30","bart_s-learner",1,200,3,0.9,NA,NA,NA,NA,0.0596160257671752,0.85,0.178507775558174
"dgp30","bart_s-learner",1,200,3,0.99,NA,NA,NA,NA,0.0598748443545932,0.85,0.179384492846142
"dgp30","bart_s-learner",1,200,10,0.75,NA,NA,NA,NA,0.0594798092301766,0.85,0.178515215018467
"dgp30","bart_s-learner",2,75,3,0.9,NA,NA,NA,NA,0.0644934330319465,0.75,0.179478192114496
"dgp30","bart_s-learner",2,75,3,0.99,NA,NA,NA,NA,0.0656440471654579,0.75,0.178477199323783
"dgp30","bart_s-learner",2,75,10,0.75,NA,NA,NA,NA,0.0628070139595145,0.85,0.179358159279563
"dgp30","bart_s-learner",2,100,3,0.9,NA,NA,NA,NA,0.0638323019857637,0.75,0.179114183008058
"dgp30","bart_s-learner",2,100,3,0.99,NA,NA,NA,NA,0.0628860536458717,0.75,0.177922134307617
"dgp30","bart_s-learner",2,100,10,0.75,NA,NA,NA,NA,0.0628116172403472,0.8,0.179295544766858
"dgp30","bart_s-learner",2,200,3,0.9,NA,NA,NA,NA,0.0617533003307468,0.8,0.179836139717592
"dgp30","bart_s-learner",2,200,3,0.99,NA,NA,NA,NA,0.0624637594089392,0.75,0.178452428317881
"dgp30","bart_s-learner",2,200,10,0.75,NA,NA,NA,NA,0.0632513553281411,0.75,0.18044146116725
"dgp30","bart_s-learner",3,75,3,0.9,NA,NA,NA,NA,0.064487326405064,0.75,0.179443393434019
"dgp30","bart_s-learner",3,75,3,0.99,NA,NA,NA,NA,0.0653300221588944,0.75,0.178827514832977
"dgp30","bart_s-learner",3,75,10,0.75,NA,NA,NA,NA,0.0656891752914424,0.75,0.179537983955909
"dgp30","bart_s-learner",3,100,3,0.9,NA,NA,NA,NA,0.0643731848043077,0.8,0.179019543819615
"dgp30","bart_s-learner",3,100,3,0.99,NA,NA,NA,NA,0.0645669964505193,0.75,0.178487489158484
"dgp30","bart_s-learner",3,100,10,0.75,NA,NA,NA,NA,0.064523692465992,0.75,0.17883562290956
"dgp30","bart_s-learner",3,200,3,0.9,NA,NA,NA,NA,0.0651726537037486,0.75,0.179008523612093
"dgp30","bart_s-learner",3,200,3,0.99,NA,NA,NA,NA,0.0656942947739406,0.75,0.178260579912609
"dgp30","bart_s-learner",3,200,10,0.75,NA,NA,NA,NA,0.0660704688932942,0.75,0.178395837947803
"dgp30","bart_s-learner",5,75,3,0.9,NA,NA,NA,NA,0.0690188909623799,0.75,0.179013348031639
"dgp30","bart_s-learner",5,75,3,0.99,NA,NA,NA,NA,0.0696427186865491,0.75,0.178468937686631
"dgp30","bart_s-learner",5,75,10,0.75,NA,NA,NA,NA,0.0693422476111949,0.75,0.178341913270755
"dgp30","bart_s-learner",5,100,3,0.9,NA,NA,NA,NA,0.0705384635638996,0.75,0.177196294930546
"dgp30","bart_s-learner",5,100,3,0.99,NA,NA,NA,NA,0.069874172969263,0.75,0.17754309824282
"dgp30","bart_s-learner",5,100,10,0.75,NA,NA,NA,NA,0.0704245602181846,0.75,0.178892437055473
"dgp30","bart_s-learner",5,200,3,0.9,NA,NA,NA,NA,0.0752165385042308,0.7,0.178856125202058
"dgp30","bart_s-learner",5,200,3,0.99,NA,NA,NA,NA,0.0751589533192304,0.7,0.178776464528636
"dgp30","bart_s-learner",5,200,10,0.75,NA,NA,NA,NA,0.075119445397658,0.7,0.177990902314457
"dgp30","bart_t-learner",1,75,3,0.9,NA,NA,NA,NA,0.0929867307298166,0.65,0.202858655752823
"dgp30","bart_t-learner",1,75,3,0.99,NA,NA,NA,NA,0.0934155370092644,0.65,0.201115312423992
"dgp30","bart_t-learner",1,75,10,0.75,NA,NA,NA,NA,0.0933676390731652,0.65,0.204128955035386
"dgp30","bart_t-learner",1,100,3,0.9,NA,NA,NA,NA,0.0912830212638014,0.65,0.200769785009963
"dgp30","bart_t-learner",1,100,3,0.99,NA,NA,NA,NA,0.0919176172547116,0.65,0.202319969401904
"dgp30","bart_t-learner",1,100,10,0.75,NA,NA,NA,NA,0.0914715518475075,0.6,0.20278846549262
"dgp30","bart_t-learner",1,200,3,0.9,NA,NA,NA,NA,0.0901663234207154,0.6,0.20143627738286
"dgp30","bart_t-learner",1,200,3,0.99,NA,NA,NA,NA,0.0898999045068311,0.6,0.202434027404761
"dgp30","bart_t-learner",1,200,10,0.75,NA,NA,NA,NA,0.089848141285838,0.6,0.201942891726305
"dgp30","bart_t-learner",2,75,3,0.9,NA,NA,NA,NA,0.110193608873055,0.5,0.199872580170154
"dgp30","bart_t-learner",2,75,3,0.99,NA,NA,NA,NA,0.1112039252476,0.5,0.200406171450541
"dgp30","bart_t-learner",2,75,10,0.75,NA,NA,NA,NA,0.111129547769839,0.5,0.2013888149012
"dgp30","bart_t-learner",2,100,3,0.9,NA,NA,NA,NA,0.112465319460356,0.5,0.200706973647708
"dgp30","bart_t-learner",2,100,3,0.99,NA,NA,NA,NA,0.112312455455198,0.5,0.200801733494188
"dgp30","bart_t-learner",2,100,10,0.75,NA,NA,NA,NA,0.112573555498362,0.5,0.19947126742134
"dgp30","bart_t-learner",2,200,3,0.9,NA,NA,NA,NA,0.119525665187886,0.45,0.199921078006857
"dgp30","bart_t-learner",2,200,3,0.99,NA,NA,NA,NA,0.119204683919276,0.45,0.19976437579008
"dgp30","bart_t-learner",2,200,10,0.75,NA,NA,NA,NA,0.119127402514116,0.45,0.199532475027679
"dgp30","bart_t-learner",3,75,3,0.9,NA,NA,NA,NA,0.131870041536582,0.3,0.199265492700573
"dgp30","bart_t-learner",3,75,3,0.99,NA,NA,NA,NA,0.132814842256516,0.35,0.20071870692081
"dgp30","bart_t-learner",3,75,10,0.75,NA,NA,NA,NA,0.132463098396478,0.35,0.200128100589908
"dgp30","bart_t-learner",3,100,3,0.9,NA,NA,NA,NA,0.137745253575261,0.3,0.198565062799554
"dgp30","bart_t-learner",3,100,3,0.99,NA,NA,NA,NA,0.13726942058999,0.3,0.20072053925642
"dgp30","bart_t-learner",3,100,10,0.75,NA,NA,NA,NA,0.13738838448168,0.3,0.199412160015164
"dgp30","bart_t-learner",3,200,3,0.9,NA,NA,NA,NA,0.152185511589072,0.3,0.199998990526904
"dgp30","bart_t-learner",3,200,3,0.99,NA,NA,NA,NA,0.152724304910821,0.25,0.197796233834759
"dgp30","bart_t-learner",3,200,10,0.75,NA,NA,NA,NA,0.152967937496485,0.25,0.199925019148219
"dgp30","bart_t-learner",5,75,3,0.9,NA,NA,NA,NA,0.181473194495947,0.05,0.19917609034077
"dgp30","bart_t-learner",5,75,3,0.99,NA,NA,NA,NA,0.180807795237121,0.05,0.19982036926395
"dgp30","bart_t-learner",5,75,10,0.75,NA,NA,NA,NA,0.181503322229159,0.05,0.199064526577047
"dgp30","bart_t-learner",5,100,3,0.9,NA,NA,NA,NA,0.191638430950286,0,0.199910145499713
"dgp30","bart_t-learner",5,100,3,0.99,NA,NA,NA,NA,0.192236026485402,0,0.199189103783262
"dgp30","bart_t-learner",5,100,10,0.75,NA,NA,NA,NA,0.192228218523453,0,0.19950830093608
"dgp30","bart_t-learner",5,200,3,0.9,NA,NA,NA,NA,0.223272640819112,0,0.198220837445328
"dgp30","bart_t-learner",5,200,3,0.99,NA,NA,NA,NA,0.223260994300839,0,0.19841181317726
"dgp30","bart_t-learner",5,200,10,0.75,NA,NA,NA,NA,0.223354831198572,0,0.199408624295122
"dgp30","causal_forest",NA,NA,NA,NA,5,0.3,9,NA,0.285100395504005,0,0.17557108539022
"dgp30","causal_forest",NA,NA,NA,NA,5,0.3,13,NA,0.198324205617458,0,0.179776871990309
"dgp30","causal_forest",NA,NA,NA,NA,5,0.3,26,NA,0.132986541228567,0.25,0.189316885037036
"dgp30","causal_forest",NA,NA,NA,NA,5,0.5,9,NA,0.223097263456493,0,0.177340080646949
"dgp30","causal_forest",NA,NA,NA,NA,5,0.5,13,NA,0.146990524630204,0.1,0.183121140948901
"dgp30","causal_forest",NA,NA,NA,NA,5,0.5,26,NA,0.099664351341879,0.55,0.193267825258296
"dgp30","causal_forest",NA,NA,NA,NA,10,0.3,9,NA,0.285124510954685,0,0.175813510431493
"dgp30","causal_forest",NA,NA,NA,NA,10,0.3,13,NA,0.195566612202649,0,0.179955226371991
"dgp30","causal_forest",NA,NA,NA,NA,10,0.3,26,NA,0.133482584637364,0.3,0.189613948128734
"dgp30","causal_forest",NA,NA,NA,NA,10,0.5,9,NA,0.22443955596444,0,0.176911468309238
"dgp30","causal_forest",NA,NA,NA,NA,10,0.5,13,NA,0.14415206352529,0.15,0.182882222786775
"dgp30","causal_forest",NA,NA,NA,NA,10,0.5,26,NA,0.0981052196995362,0.55,0.193614470425463
"dgp30","causal_forest",NA,NA,NA,NA,20,0.3,9,NA,0.28477562661533,0,0.174832713342127
"dgp30","causal_forest",NA,NA,NA,NA,20,0.3,13,NA,0.196873944081935,0,0.179606468476822
"dgp30","causal_forest",NA,NA,NA,NA,20,0.3,26,NA,0.129705177059259,0.3,0.18869104234881
"dgp30","causal_forest",NA,NA,NA,NA,20,0.5,9,NA,0.223251332205981,0,0.177188677273524
"dgp30","causal_forest",NA,NA,NA,NA,20,0.5,13,NA,0.146594903516579,0.15,0.182606023024981
"dgp30","causal_forest",NA,NA,NA,NA,20,0.5,26,NA,0.0964898518803901,0.55,0.19369234357204
"dgp30","causal_forest",NA,NA,NA,NA,50,0.3,9,NA,0.283750748507375,0,0.175506376199869
"dgp30","causal_forest",NA,NA,NA,NA,50,0.3,13,NA,0.194515820638191,0,0.179976872791939
"dgp30","causal_forest",NA,NA,NA,NA,50,0.3,26,NA,0.130776992133154,0.25,0.189271644208296
"dgp30","causal_forest",NA,NA,NA,NA,50,0.5,9,NA,0.222424367017792,0,0.176652695391148
"dgp30","causal_forest",NA,NA,NA,NA,50,0.5,13,NA,0.144710699252806,0.15,0.182005094601428
"dgp30","causal_forest",NA,NA,NA,NA,50,0.5,26,NA,0.0986026281003746,0.55,0.193844947650389
