"dgp","model","k","n_trees","nu","q","min_node_size","sample_fraction","mtry","weights_method","rmse_rel","coverage","ci_rel"
"dgp63","bart_ps-bart",5,100,10,0.75,NA,NA,NA,NA,0.199290122258565,0.7,0.449743205006414
"dgp63","bart_ps-bart",5,200,3,0.9,NA,NA,NA,NA,0.21896903847145,0.65,0.444606246038146
"dgp63","bart_ps-bart",5,200,3,0.99,NA,NA,NA,NA,0.21950651450767,0.65,0.446050500557956
"dgp63","bart_ps-bart",5,200,10,0.75,NA,NA,NA,NA,0.218447606393445,0.65,0.445650256877948
"dgp63","bart_ps-glm",1,75,3,0.9,NA,NA,NA,NA,0.108053456814764,1,0.498236469033852
"dgp63","bart_ps-glm",1,75,3,0.99,NA,NA,NA,NA,0.110565419386379,1,0.497054669129356
"dgp63","bart_ps-glm",1,75,10,0.75,NA,NA,NA,NA,0.108914977469176,1,0.498205113823043
"dgp63","bart_ps-glm",1,100,3,0.9,NA,NA,NA,NA,0.112406487382304,1,0.503451219958417
"dgp63","bart_ps-glm",1,100,3,0.99,NA,NA,NA,NA,0.114060491604737,1,0.505663796474366
"dgp63","bart_ps-glm",1,100,10,0.75,NA,NA,NA,NA,0.11507841755542,1,0.506161952188476
"dgp63","bart_ps-glm",1,200,3,0.9,NA,NA,NA,NA,0.122579065489355,1,0.516895543719588
"dgp63","bart_ps-glm",1,200,3,0.99,NA,NA,NA,NA,0.122907285180529,1,0.517308790372098
"dgp63","bart_ps-glm",1,200,10,0.75,NA,NA,NA,NA,0.12036902683184,1,0.521042195109644
"dgp63","bart_ps-glm",2,75,3,0.9,NA,NA,NA,NA,0.120715746886248,0.95,0.486623323616422
"dgp63","bart_ps-glm",2,75,3,0.99,NA,NA,NA,NA,0.121687768020885,0.95,0.484506415049224
"dgp63","bart_ps-glm",2,75,10,0.75,NA,NA,NA,NA,0.122491512324833,0.95,0.486304413534912
"dgp63","bart_ps-glm",2,100,3,0.9,NA,NA,NA,NA,0.125506916749464,0.95,0.491228439932766
"dgp63","bart_ps-glm",2,100,3,0.99,NA,NA,NA,NA,0.125183674966517,0.95,0.489217306721916
"dgp63","bart_ps-glm",2,100,10,0.75,NA,NA,NA,NA,0.124745946771835,0.95,0.490011048156108
"dgp63","bart_ps-glm",2,200,3,0.9,NA,NA,NA,NA,0.130301726027053,0.95,0.492351724147873
"dgp63","bart_ps-glm",2,200,3,0.99,NA,NA,NA,NA,0.129432567045056,0.95,0.489728388205553
"dgp63","bart_ps-glm",2,200,10,0.75,NA,NA,NA,NA,0.128502484373915,0.95,0.493427099858934
"dgp63","bart_ps-glm",3,75,3,0.9,NA,NA,NA,NA,0.139207664472296,0.9,0.474747217085583
"dgp63","bart_ps-glm",3,75,3,0.99,NA,NA,NA,NA,0.13993426779706,0.9,0.4742535351414
"dgp63","bart_ps-glm",3,75,10,0.75,NA,NA,NA,NA,0.138874135747221,0.95,0.47573764998738
"dgp63","bart_ps-glm",3,100,3,0.9,NA,NA,NA,NA,0.14328717125281,0.9,0.475915730445312
"dgp63","bart_ps-glm",3,100,3,0.99,NA,NA,NA,NA,0.143360735446162,0.9,0.478246500511961
"dgp63","bart_ps-glm",3,100,10,0.75,NA,NA,NA,NA,0.142698913773449,0.9,0.476061646782676
"dgp63","bart_ps-glm",3,200,3,0.9,NA,NA,NA,NA,0.15056330950487,0.9,0.476999211725211
"dgp63","bart_ps-glm",3,200,3,0.99,NA,NA,NA,NA,0.150559180177074,0.9,0.474837890175082
"dgp63","bart_ps-glm",3,200,10,0.75,NA,NA,NA,NA,0.151138258460932,0.9,0.47497876888339
"dgp63","bart_ps-glm",5,75,3,0.9,NA,NA,NA,NA,0.192278407873784,0.7,0.454942661977662
"dgp63","bart_ps-glm",5,75,3,0.99,NA,NA,NA,NA,0.191015097409214,0.75,0.454094683727409
"dgp63","bart_ps-glm",5,75,10,0.75,NA,NA,NA,NA,0.191531721733743,0.8,0.452080946791291
"dgp63","bart_ps-glm",5,100,3,0.9,NA,NA,NA,NA,0.200085416267398,0.7,0.454442299295123
"dgp63","bart_ps-glm",5,100,3,0.99,NA,NA,NA,NA,0.200947659569382,0.7,0.454433284745775
"dgp63","bart_ps-glm",5,100,10,0.75,NA,NA,NA,NA,0.201055946616911,0.7,0.453826032483587
"dgp63","bart_ps-glm",5,200,3,0.9,NA,NA,NA,NA,0.221932926733657,0.65,0.448782805040341
"dgp63","bart_ps-glm",5,200,3,0.99,NA,NA,NA,NA,0.221557637887719,0.65,0.451230025340876
"dgp63","bart_ps-glm",5,200,10,0.75,NA,NA,NA,NA,0.222092303153318,0.7,0.449489838405391
"dgp63","bart_s-learner",1,75,3,0.9,NA,NA,NA,NA,0.100320126800394,1,0.468025507560549
"dgp63","bart_s-learner",1,75,3,0.99,NA,NA,NA,NA,0.100459581931927,1,0.466534760538069
"dgp63","bart_s-learner",1,75,10,0.75,NA,NA,NA,NA,0.0989779149167734,1,0.467414088102948
"dgp63","bart_s-learner",1,100,3,0.9,NA,NA,NA,NA,0.104986514758323,1,0.476132826606974
"dgp63","bart_s-learner",1,100,3,0.99,NA,NA,NA,NA,0.104978670763644,1,0.474220719608337
"dgp63","bart_s-learner",1,100,10,0.75,NA,NA,NA,NA,0.103521432632653,1,0.472180645246308
"dgp63","bart_s-learner",1,200,3,0.9,NA,NA,NA,NA,0.112600130033342,1,0.488744406316782
"dgp63","bart_s-learner",1,200,3,0.99,NA,NA,NA,NA,0.111820612875816,1,0.494080080875538
"dgp63","bart_s-learner",1,200,10,0.75,NA,NA,NA,NA,0.112615006378079,1,0.492965167546814
"dgp63","bart_s-learner",2,75,3,0.9,NA,NA,NA,NA,0.112175899665381,0.95,0.457836750831856
"dgp63","bart_s-learner",2,75,3,0.99,NA,NA,NA,NA,0.113439568444154,0.95,0.459719183918603
"dgp63","bart_s-learner",2,75,10,0.75,NA,NA,NA,NA,0.112690816146899,0.95,0.462889200197796
"dgp63","bart_s-learner",2,100,3,0.9,NA,NA,NA,NA,0.11513382945658,0.95,0.464987160808139
"dgp63","bart_s-learner",2,100,3,0.99,NA,NA,NA,NA,0.11425097961014,0.95,0.465358034553443
"dgp63","bart_s-learner",2,100,10,0.75,NA,NA,NA,NA,0.115093261958151,0.95,0.465096507176097
"dgp63","bart_s-learner",2,200,3,0.9,NA,NA,NA,NA,0.119660062803235,0.95,0.471132614149779
"dgp63","bart_s-learner",2,200,3,0.99,NA,NA,NA,NA,0.119404597484464,0.95,0.468557398419945
"dgp63","bart_s-learner",2,200,10,0.75,NA,NA,NA,NA,0.119454665370099,0.95,0.469214132616329
"dgp63","bart_s-learner",3,75,3,0.9,NA,NA,NA,NA,0.128687470255763,0.9,0.449516450969701
"dgp63","bart_s-learner",3,75,3,0.99,NA,NA,NA,NA,0.129197516016328,0.9,0.450995193611193
"dgp63","bart_s-learner",3,75,10,0.75,NA,NA,NA,NA,0.128651139552494,0.9,0.450646922524223
"dgp63","bart_s-learner",3,100,3,0.9,NA,NA,NA,NA,0.132553041559846,0.9,0.451414157990931
"dgp63","bart_s-learner",3,100,3,0.99,NA,NA,NA,NA,0.132886836474257,0.9,0.454002904320011
"dgp63","bart_s-learner",3,100,10,0.75,NA,NA,NA,NA,0.132139232642098,0.9,0.455123264476115
"dgp63","bart_s-learner",3,200,3,0.9,NA,NA,NA,NA,0.13934017571829,0.9,0.454178405056746
"dgp63","bart_s-learner",3,200,3,0.99,NA,NA,NA,NA,0.139143911626255,0.9,0.455879572036604
"dgp63","bart_s-learner",3,200,10,0.75,NA,NA,NA,NA,0.139375166062891,0.85,0.454435641213396
"dgp63","bart_s-learner",5,75,3,0.9,NA,NA,NA,NA,0.178405030626057,0.8,0.434189336148377
"dgp63","bart_s-learner",5,75,3,0.99,NA,NA,NA,NA,0.179034452468607,0.8,0.431411774761094
"dgp63","bart_s-learner",5,75,10,0.75,NA,NA,NA,NA,0.178528714449459,0.8,0.434893357806729
"dgp63","bart_s-learner",5,100,3,0.9,NA,NA,NA,NA,0.187485008389269,0.75,0.433701911557088
"dgp63","bart_s-learner",5,100,3,0.99,NA,NA,NA,NA,0.187418524923993,0.75,0.433183164134616
"dgp63","bart_s-learner",5,100,10,0.75,NA,NA,NA,NA,0.186884031085767,0.8,0.43385812520359
"dgp63","bart_s-learner",5,200,3,0.9,NA,NA,NA,NA,0.206985715382621,0.7,0.432957911873347
"dgp63","bart_s-learner",5,200,3,0.99,NA,NA,NA,NA,0.206144541062301,0.7,0.428776673353486
"dgp63","bart_s-learner",5,200,10,0.75,NA,NA,NA,NA,0.206155643068614,0.7,0.4290842733328
"dgp63","bart_t-learner",1,75,3,0.9,NA,NA,NA,NA,0.109099095316639,1,0.516272469531189
"dgp63","bart_t-learner",1,75,3,0.99,NA,NA,NA,NA,0.109705035762704,1,0.514646850273735
"dgp63","bart_t-learner",1,75,10,0.75,NA,NA,NA,NA,0.110741547330211,1,0.51598452129818
"dgp63","bart_t-learner",1,100,3,0.9,NA,NA,NA,NA,0.112046663977259,1,0.523630296447583
"dgp63","bart_t-learner",1,100,3,0.99,NA,NA,NA,NA,0.112131125341359,1,0.525271448520041
"dgp63","bart_t-learner",1,100,10,0.75,NA,NA,NA,NA,0.111485708901343,1,0.521116995770645
"dgp63","bart_t-learner",1,200,3,0.9,NA,NA,NA,NA,0.116423836957909,1,0.536680193350479
"dgp63","bart_t-learner",1,200,3,0.99,NA,NA,NA,NA,0.115038195321262,1,0.538133788027921
"dgp63","bart_t-learner",1,200,10,0.75,NA,NA,NA,NA,0.115132605652953,1,0.539515004148788
"dgp63","bart_t-learner",2,75,3,0.9,NA,NA,NA,NA,0.104508983880981,0.95,0.479370257028691
"dgp63","bart_t-learner",2,75,3,0.99,NA,NA,NA,NA,0.104313932921556,0.95,0.481096113101665
"dgp63","bart_t-learner",2,75,10,0.75,NA,NA,NA,NA,0.103896689448727,0.95,0.482564427882291
"dgp63","bart_t-learner",2,100,3,0.9,NA,NA,NA,NA,0.106073268730383,0.95,0.486716249531868
"dgp63","bart_t-learner",2,100,3,0.99,NA,NA,NA,NA,0.106192982543583,0.95,0.485315717103308
"dgp63","bart_t-learner",2,100,10,0.75,NA,NA,NA,NA,0.106492182975517,0.95,0.484380493027542
"dgp63","bart_t-learner",2,200,3,0.9,NA,NA,NA,NA,0.107156349854487,0.95,0.490871601732748
"dgp63","bart_t-learner",2,200,3,0.99,NA,NA,NA,NA,0.107084829029215,0.95,0.490741559315905
"dgp63","bart_t-learner",2,200,10,0.75,NA,NA,NA,NA,0.107386061684778,0.95,0.490017684550801
"dgp63","bart_t-learner",3,75,3,0.9,NA,NA,NA,NA,0.102719886837752,0.95,0.458981402957394
"dgp63","bart_t-learner",3,75,3,0.99,NA,NA,NA,NA,0.102664266264517,0.95,0.459096635039547
"dgp63","bart_t-learner",3,75,10,0.75,NA,NA,NA,NA,0.103049583723213,0.95,0.45893815034935
"dgp63","bart_t-learner",3,100,3,0.9,NA,NA,NA,NA,0.103589918040135,0.95,0.461757682332753
"dgp63","bart_t-learner",3,100,3,0.99,NA,NA,NA,NA,0.103247105816721,0.95,0.459950597404426
"dgp63","bart_t-learner",3,100,10,0.75,NA,NA,NA,NA,0.10304216273839,0.95,0.46029803662645
"dgp63","bart_t-learner",3,200,3,0.9,NA,NA,NA,NA,0.104773294964549,0.95,0.462388039074215
"dgp63","bart_t-learner",3,200,3,0.99,NA,NA,NA,NA,0.104227173289968,0.95,0.464990517374175
"dgp63","bart_t-learner",3,200,10,0.75,NA,NA,NA,NA,0.104971739821475,0.95,0.463804875284225
"dgp63","bart_t-learner",5,75,3,0.9,NA,NA,NA,NA,0.111874238315332,0.9,0.430565489208177
"dgp63","bart_t-learner",5,75,3,0.99,NA,NA,NA,NA,0.1123250162648,0.9,0.429294064193498
"dgp63","bart_t-learner",5,75,10,0.75,NA,NA,NA,NA,0.112414176036774,0.9,0.429953447729676
"dgp63","bart_t-learner",5,100,3,0.9,NA,NA,NA,NA,0.113048408769915,0.9,0.431551430380842
"dgp63","bart_t-learner",5,100,3,0.99,NA,NA,NA,NA,0.113071835630247,0.9,0.431977412103161
"dgp63","bart_t-learner",5,100,10,0.75,NA,NA,NA,NA,0.112977889824127,0.9,0.431489868946119
"dgp63","bart_t-learner",5,200,3,0.9,NA,NA,NA,NA,0.114827118333797,0.9,0.434295364571687
"dgp63","bart_t-learner",5,200,3,0.99,NA,NA,NA,NA,0.11461635386369,0.9,0.432570261677004
"dgp63","bart_t-learner",5,200,10,0.75,NA,NA,NA,NA,0.114937920491698,0.9,0.431255088384918
"dgp63","causal_forest",NA,NA,NA,NA,5,0.3,10,NA,0.126000910385722,0.8,0.368387086230076
"dgp63","causal_forest",NA,NA,NA,NA,5,0.3,15,NA,0.128168277221885,0.8,0.383049315703203
"dgp63","causal_forest",NA,NA,NA,NA,5,0.3,26,NA,0.136644985963496,0.85,0.404190599453954
"dgp63","causal_forest",NA,NA,NA,NA,5,0.5,10,NA,0.131531359180232,0.8,0.384815997744753
"dgp63","causal_forest",NA,NA,NA,NA,5,0.5,15,NA,0.135852822158769,0.8,0.404551007995771
"dgp63","causal_forest",NA,NA,NA,NA,5,0.5,26,NA,0.144047879988386,0.8,0.430584498851641
"dgp63","causal_forest",NA,NA,NA,NA,10,0.3,10,NA,0.125640251709815,0.8,0.366885869741272
"dgp63","causal_forest",NA,NA,NA,NA,10,0.3,15,NA,0.126928973263615,0.8,0.382315307201675
"dgp63","causal_forest",NA,NA,NA,NA,10,0.3,26,NA,0.133903439082836,0.9,0.405332586290313
"dgp63","causal_forest",NA,NA,NA,NA,10,0.5,10,NA,0.127265748915885,0.75,0.383323885826735
"dgp63","causal_forest",NA,NA,NA,NA,10,0.5,15,NA,0.133478411137149,0.8,0.404782012486755
"dgp63","causal_forest",NA,NA,NA,NA,10,0.5,26,NA,0.13778691116025,0.9,0.430503715564148
"dgp63","causal_forest",NA,NA,NA,NA,20,0.3,10,NA,0.121573652866553,0.8,0.367403014383876
"dgp63","causal_forest",NA,NA,NA,NA,20,0.3,15,NA,0.129025088493536,0.8,0.383239045790191
"dgp63","causal_forest",NA,NA,NA,NA,20,0.3,26,NA,0.133351969790676,0.85,0.404552773883009
"dgp63","causal_forest",NA,NA,NA,NA,20,0.5,10,NA,0.130789296906208,0.8,0.383880580635506
"dgp63","causal_forest",NA,NA,NA,NA,20,0.5,15,NA,0.134511921844317,0.85,0.402588376674858
"dgp63","causal_forest",NA,NA,NA,NA,20,0.5,26,NA,0.138985623637923,0.9,0.430503295496209
"dgp63","causal_forest",NA,NA,NA,NA,50,0.3,10,NA,0.121193580329898,0.8,0.366630326239858
"dgp63","causal_forest",NA,NA,NA,NA,50,0.3,15,NA,0.129586641275023,0.75,0.38222538697403
"dgp63","causal_forest",NA,NA,NA,NA,50,0.3,26,NA,0.136001291447895,0.85,0.40361003519332
"dgp63","causal_forest",NA,NA,NA,NA,50,0.5,10,NA,0.127515113590217,0.8,0.383861838907717
"dgp63","causal_forest",NA,NA,NA,NA,50,0.5,15,NA,0.136332838156696,0.8,0.406236731732371
"dgp63","causal_forest",NA,NA,NA,NA,50,0.5,26,NA,0.140644739859022,0.85,0.430988258282476
